A
A
B
D
A
A
A
A
A
A
A
A
A
B
A
B
B
B
A
C
C
A
A
A
B
A
A
B
A
A
A
B
B
A
A
B
A
A
A
A
B
B
A
A
D
A
A
A
A
A
A
A
A
A
A
B
A
B
B
B
A
A
D
A
A
A
A
A
B
A
B
B
B
A
B
B
B
B
B
A
B
A
A
A
A
A
B
B
A
A
